trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
265,20:41:00,20:41:00,70031,22,,0,0,70389.72095168,1
265,20:46:00,20:46:00,70021,23,,0,0,75808.18462778,1
265,20:52:00,20:52:00,70011,24,,0,0,78331.33042785,1
B265,19:05:00,19:05:00,70271,1,,0,0,0.00000000,1
B265,19:12:00,19:12:00,70261,2,,0,0,2898.26431637,1
B265,19:18:00,19:18:00,70241,3,,0,0,7055.19657362,1
B265,19:24:00,19:24:00,70231,4,,0,0,12942.90379956,1
B265,19:28:00,19:28:00,70221,5,,0,0,16130.74397875,1
B265,19:34:00,19:34:00,70211,6,,0,0,20441.55749962,1
B265,19:37:00,19:37:00,70201,7,,0,0,23549.04827050,1
B265,19:42:00,19:42:00,70191,8,,0,0,27489.60358773,1
B265,19:46:00,19:46:00,70171,9,,0,0,30037.54990718,1
B265,19:50:00,19:50:00,70161,10,,0,0,32057.54304256,1
B265,19:56:00,19:56:00,70141,11,,0,0,37656.80049986,1
B265,20:01:00,20:01:00,70131,12,,0,0,41149.18626235,1
B265,20:04:00,20:04:00,70121,13,,0,0,43132.57891281,1
B265,20:08:00,20:08:00,70111,14,,0,0,46464.68349552,1
B265,20:11:00,20:11:00,70101,15,,0,0,47812.19291079,1
B265,20:15:00,20:15:00,70091,16,,0,0,49949.92200856,1
B265,20:19:00,20:19:00,70081,17,,0,0,52274.33886273,1
B265,20:22:00,20:22:00,70071,18,,0,0,54047.39240205,1
B265,20:26:00,20:26:00,70061,19,,0,0,56593.46263096,1
B265,20:30:00,20:30:00,70051,20,,0,0,60668.83013928,1
B265,20:34:00,20:34:00,70041,21,,0,0,63714.53658263,1
B265,20:41:00,20:41:00,70031,22,,0,0,70389.72095168,1
B265,20:46:00,20:46:00,70021,23,,0,0,75808.18462778,1
B265,20:52:00,20:52:00,70011,24,,0,0,78331.33042785,1
273,21:05:00,21:05:00,70271,1,,0,0,0.00000000,1
273,21:12:00,21:12:00,70261,2,,0,0,2898.26431637,1
273,21:18:00,21:18:00,70241,3,,0,0,7055.19657362,1
273,21:24:00,21:24:00,70231,4,,0,0,12942.90379956,1
273,21:28:00,21:28:00,70221,5,,0,0,16130.74397875,1
273,21:34:00,21:34:00,70211,6,,0,0,20441.55749962,1
273,21:37:00,21:37:00,70201,7,,0,0,23549.04827050,1
273,21:42:00,21:42:00,70191,8,,0,0,27489.60358773,1
273,21:46:00,21:46:00,70171,9,,0,0,30037.54990718,1
273,21:50:00,21:50:00,70161,10,,0,0,32057.54304256,1
273,21:56:00,21:56:00,70141,11,,0,0,37656.80049986,1
273,22:01:00,22:01:00,70131,12,,0,0,41149.18626235,1
273,22:04:00,22:04:00,70121,13,,0,0,43132.57891281,1
273,22:08:00,22:08:00,70111,14,,0,0,46464.68349552,1
273,22:11:00,22:11:00,70101,15,,0,0,47812.19291079,1
273,22:15:00,22:15:00,70091,16,,0,0,49949.92200856,1
273,22:19:00,22:19:00,70081,17,,0,0,52274.33886273,1
273,22:22:00,22:22:00,70071,18,,0,0,54047.39240205,1
273,22:26:00,22:26:00,70061,19,,0,0,56593.46263096,1
273,22:30:00,22:30:00,70051,20,,0,0,60668.83013928,1
273,22:34:00,22:34:00,70041,21,,0,0,63714.53658263,1
273,22:41:00,22:41:00,70031,22,,0,0,70389.72095168,1
273,22:46:00,22:46:00,70021,23,,0,0,75808.18462778,1
273,22:52:00,22:52:00,70011,24,,0,0,78331.33042785,1
B273,21:05:00,21:05:00,70271,1,,0,0,0.00000000,1
B273,21:12:00,21:12:00,70261,2,,0,0,2898.26431637,1
B273,21:18:00,21:18:00,70241,3,,0,0,7055.19657362,1
B273,21:24:00,21:24:00,70231,4,,0,0,12942.90379956,1
B273,21:28:00,21:28:00,70221,5,,0,0,16130.74397875,1
B273,21:34:00,21:34:00,70211,6,,0,0,20441.55749962,1
B273,21:37:00,21:37:00,70201,7,,0,0,23549.04827050,1
B273,21:42:00,21:42:00,70191,8,,0,0,27489.60358773,1
B273,21:46:00,21:46:00,70171,9,,0,0,30037.54990718,1
B273,21:50:00,21:50:00,70161,10,,0,0,32057.54304256,1
B273,21:56:00,21:56:00,70141,11,,0,0,37656.80049986,1
B273,22:01:00,22:01:00,70131,12,,0,0,41149.18626235,1
B273,22:04:00,22:04:00,70121,13,,0,0,43132.57891281,1
B273,22:08:00,22:08:00,70111,14,,0,0,46464.68349552,1
B273,22:11:00,22:11:00,70101,15,,0,0,47812.19291079,1
B273,22:15:00,22:15:00,70091,16,,0,0,49949.92200856,1
B273,22:19:00,22:19:00,70081,17,,0,0,52274.33886273,1
B273,22:22:00,22:22:00,70071,18,,0,0,54047.39240205,1
B273,22:26:00,22:26:00,70061,19,,0,0,56593.46263096,1
B273,22:30:00,22:30:00,70051,20,,0,0,60668.83013928,1
B273,22:34:00,22:34:00,70041,21,,0,0,63714.53658263,1
B273,22:41:00,22:41:00,70031,22,,0,0,70389.72095168,1
B273,22:46:00,22:46:00,70021,23,,0,0,75808.18462778,1
B273,22:52:00,22:52:00,70011,24,,0,0,78331.33042785,1
281,23:05:00,23:05:00,70271,1,,0,0,0.00000000,1
281,23:12:00,23:12:00,70261,2,,0,0,2898.26431637,1
281,23:18:00,23:18:00,70241,3,,0,0,7055.19657362,1
281,23:24:00,23:24:00,70231,4,,0,0,12942.90379956,1
281,23:28:00,23:28:00,70221,5,,0,0,16130.74397875,1
281,23:34:00,23:34:00,70211,6,,0,0,20441.55749962,1
281,23:37:00,23:37:00,70201,7,,0,0,23549.04827050,1
281,23:42:00,23:42:00,70191,8,,0,0,27489.60358773,1
281,23:46:00,23:46:00,70171,9,,0,0,30037.54990718,1
281,23:50:00,23:50:00,70161,10,,0,0,32057.54304256,1
281,23:56:00,23:56:00,70141,11,,0,0,37656.80049986,1
281,24:01:00,24:01:00,70131,12,,0,0,41149.18626235,1
281,24:04:00,24:04:00,70121,13,,0,0,43132.57891281,1
281,24:08:00,24:08:00,70111,14,,0,0,46464.68349552,1
281,24:11:00,24:11:00,70101,15,,0,0,47812.19291079,1
281,24:15:00,24:15:00,70091,16,,0,0,49949.92200856,1
281,24:19:00,24:19:00,70081,17,,0,0,52274.33886273,1
281,24:22:00,24:22:00,70071,18,,0,0,54047.39240205,1
281,24:26:00,24:26:00,70061,19,,0,0,56593.46263096,1
281,24:30:00,24:30:00,70051,20,,0,0,60668.83013928,1
281,24:34:00,24:34:00,70041,21,,0,0,63714.53658263,1
281,24:41:00,24:41:00,70031,22,,0,0,70389.72095168,1
281,24:46:00,24:46:00,70021,23,,0,0,75808.18462778,1
281,24:52:00,24:52:00,70011,24,,0,0,78331.33042785,1
224,8:28:00,8:28:00,70012,1,,0,0,0.00000000,1
224,8:33:00,8:33:00,70022,2,,0,0,2521.94934933,1
224,8:38:00,8:38:00,70032,3,,0,0,7940.93034485,1
224,8:45:00,8:45:00,70042,4,,0,0,14613.27361600,1
224,8:49:00,8:49:00,70052,5,,0,0,17657.01202032,1
224,8:53:00,8:53:00,70062,6,,0,0,21733.69455401,1
224,8:57:00,8:57:00,70072,7,,0,0,24282.86652629,1
224,9:00:00,9:00:00,70082,8,,0,0,26043.38507674,1
224,9:04:00,9:04:00,70092,9,,0,0,28350.06083383,1
224,9:07:00,9:07:00,70102,10,,0,0,30499.05295888,1
224,9:10:00,9:10:00,70112,11,,0,0,31865.93060020,1
224,9:14:00,9:14:00,70122,12,,0,0,35199.25076625,1
224,9:17:00,9:17:00,70132,13,,0,0,37194.42283627,1
224,9:21:00,9:21:00,70142,14,,0,0,40687.04095794,1
224,9:28:00,9:28:00,70162,15,,0,0,46287.60767013,1
224,9:32:00,9:32:00,70172,16,,0,0,48298.98998482,1
224,9:36:00,9:36:00,70192,17,,0,0,50847.25988960,1
224,9:41:00,9:41:00,70202,18,,0,0,54786.94500055,1
224,9:45:00,9:45:00,70212,19,,0,0,57895.35927592,1
224,9:51:00,9:51:00,70222,20,,0,0,62207.87669606,1
224,9:55:00,9:55:00,70232,21,,0,0,65397.82046951,1
224,10:01:00,10:01:00,70242,22,,0,0,71287.50060100,1
224,10:10:00,10:10:00,70262,23,,0,0,75448.72622212,1
224,10:15:00,10:15:00,70272,24,,0,0,78339.34165758,1
228,9:58:00,9:58:00,70012,1,,0,0,0.00000000,1
228,10:03:00,10:03:00,70022,2,,0,0,2521.94934933,1
228,10:08:00,10:08:00,70032,3,,0,0,7940.93034485,1
228,10:15:00,10:15:00,70042,4,,0,0,14613.27361600,1
228,10:19:00,10:19:00,70052,5,,0,0,17657.01202032,1
228,10:24:00,10:24:00,70062,6,,0,0,21733.69455401,1
228,10:27:00,10:27:00,70072,7,,0,0,24282.86652629,1
228,10:31:00,10:31:00,70082,8,,0,0,26043.38507674,1
228,10:34:00,10:34:00,70092,9,,0,0,28350.06083383,1
228,10:37:00,10:37:00,70102,10,,0,0,30499.05295888,1
228,10:41:00,10:41:00,70112,11,,0,0,31865.93060020,1
228,10:44:00,10:44:00,70122,12,,0,0,35199.25076625,1
228,10:48:00,10:48:00,70132,13,,0,0,37194.42283627,1
228,10:52:00,10:52:00,70142,14,,0,0,40687.04095794,1
228,10:58:00,10:58:00,70162,15,,0,0,46287.60767013,1
228,11:02:00,11:02:00,70172,16,,0,0,48298.98998482,1
228,11:06:00,11:06:00,70192,17,,0,0,50847.25988960,1
228,11:11:00,11:11:00,70202,18,,0,0,54786.94500055,1
228,11:16:00,11:16:00,70212,19,,0,0,57895.35927592,1
228,11:21:00,11:21:00,70222,20,,0,0,62207.87669606,1
228,11:26:00,11:26:00,70232,21,,0,0,65397.82046951,1
228,11:32:00,11:32:00,70242,22,,0,0,71287.50060100,1
228,11:40:00,11:40:00,70262,23,,0,0,75448.72622212,1
228,11:45:00,11:45:00,70272,24,,0,0,78339.34165758,1
232,10:58:00,10:58:00,70012,1,,0,0,0.00000000,1
232,11:03:00,11:03:00,70022,2,,0,0,2521.94934933,1
232,11:08:00,11:08:00,70032,3,,0,0,7940.93034485,1
232,11:15:00,11:15:00,70042,4,,0,0,14613.27361600,1
232,11:19:00,11:19:00,70052,5,,0,0,17657.01202032,1
232,11:24:00,11:24:00,70062,6,,0,0,21733.69455401,1
232,11:27:00,11:27:00,70072,7,,0,0,24282.86652629,1
232,11:31:00,11:31:00,70082,8,,0,0,26043.38507674,1
232,11:34:00,11:34:00,70092,9,,0,0,28350.06083383,1
232,11:37:00,11:37:00,70102,10,,0,0,30499.05295888,1
232,11:41:00,11:41:00,70112,11,,0,0,31865.93060020,1
232,11:44:00,11:44:00,70122,12,,0,0,35199.25076625,1
232,11:48:00,11:48:00,70132,13,,0,0,37194.42283627,1
232,11:52:00,11:52:00,70142,14,,0,0,40687.04095794,1
232,11:58:00,11:58:00,70162,15,,0,0,46287.60767013,1
232,12:02:00,12:02:00,70172,16,,0,0,48298.98998482,1
232,12:06:00,12:06:00,70192,17,,0,0,50847.25988960,1
232,12:11:00,12:11:00,70202,18,,0,0,54786.94500055,1
232,12:16:00,12:16:00,70212,19,,0,0,57895.35927592,1
232,12:21:00,12:21:00,70222,20,,0,0,62207.87669606,1
232,12:26:00,12:26:00,70232,21,,0,0,65397.82046951,1
232,12:32:00,12:32:00,70242,22,,0,0,71287.50060100,1
232,12:40:00,12:40:00,70262,23,,0,0,75448.72622212,1
232,12:45:00,12:45:00,70272,24,,0,0,78339.34165758,1
240,12:58:00,12:58:00,70012,1,,0,0,0.00000000,1
240,13:03:00,13:03:00,70022,2,,0,0,2521.94934933,1
240,13:08:00,13:08:00,70032,3,,0,0,7940.93034485,1
240,13:15:00,13:15:00,70042,4,,0,0,14613.27361600,1
240,13:19:00,13:19:00,70052,5,,0,0,17657.01202032,1
240,13:24:00,13:24:00,70062,6,,0,0,21733.69455401,1
240,13:27:00,13:27:00,70072,7,,0,0,24282.86652629,1
240,13:31:00,13:31:00,70082,8,,0,0,26043.38507674,1
240,13:34:00,13:34:00,70092,9,,0,0,28350.06083383,1
240,13:37:00,13:37:00,70102,10,,0,0,30499.05295888,1
240,13:41:00,13:41:00,70112,11,,0,0,31865.93060020,1
240,13:44:00,13:44:00,70122,12,,0,0,35199.25076625,1
240,13:48:00,13:48:00,70132,13,,0,0,37194.42283627,1
240,13:52:00,13:52:00,70142,14,,0,0,40687.04095794,1
240,13:58:00,13:58:00,70162,15,,0,0,46287.60767013,1
240,14:02:00,14:02:00,70172,16,,0,0,48298.98998482,1
240,14:06:00,14:06:00,70192,17,,0,0,50847.25988960,1
240,14:11:00,14:11:00,70202,18,,0,0,54786.94500055,1
240,14:16:00,14:16:00,70212,19,,0,0,57895.35927592,1
240,14:21:00,14:21:00,70222,20,,0,0,62207.87669606,1
240,14:26:00,14:26:00,70232,21,,0,0,65397.82046951,1
240,14:32:00,14:32:00,70242,22,,0,0,71287.50060100,1
240,14:40:00,14:40:00,70262,23,,0,0,75448.72622212,1
240,14:45:00,14:45:00,70272,24,,0,0,78339.34165758,1
B240,12:58:00,12:58:00,70012,1,,0,0,0.00000000,1
B240,13:03:00,13:03:00,70022,2,,0,0,2521.94934933,1
B240,13:08:00,13:08:00,70032,3,,0,0,7940.93034485,1
B240,13:15:00,13:15:00,70042,4,,0,0,14613.27361600,1
B240,13:19:00,13:19:00,70052,5,,0,0,17657.01202032,1
B240,13:24:00,13:24:00,70062,6,,0,0,21733.69455401,1
B240,13:27:00,13:27:00,70072,7,,0,0,24282.86652629,1
B240,13:31:00,13:31:00,70082,8,,0,0,26043.38507674,1
B240,13:34:00,13:34:00,70092,9,,0,0,28350.06083383,1
B240,13:37:00,13:37:00,70102,10,,0,0,30499.05295888,1
B240,13:41:00,13:41:00,70112,11,,0,0,31865.93060020,1
B240,13:44:00,13:44:00,70122,12,,0,0,35199.25076625,1
B240,13:48:00,13:48:00,70132,13,,0,0,37194.42283627,1
B240,13:52:00,13:52:00,70142,14,,0,0,40687.04095794,1
B240,13:58:00,13:58:00,70162,15,,0,0,46287.60767013,1
B240,14:02:00,14:02:00,70172,16,,0,0,48298.98998482,1
B240,14:06:00,14:06:00,70192,17,,0,0,50847.25988960,1
B240,14:11:00,14:11:00,70202,18,,0,0,54786.94500055,1
B240,14:16:00,14:16:00,70212,19,,0,0,57895.35927592,1
B240,14:21:00,14:21:00,70222,20,,0,0,62207.87669606,1
B240,14:26:00,14:26:00,70232,21,,0,0,65397.82046951,1
B240,14:32:00,14:32:00,70242,22,,0,0,71287.50060100,1
B240,14:40:00,14:40:00,70262,23,,0,0,75448.72622212,1
B240,14:45:00,14:45:00,70272,24,,0,0,78339.34165758,1
248,14:58:00,14:58:00,70012,1,,0,0,0.00000000,1
248,15:03:00,15:03:00,70022,2,,0,0,2521.94934933,1
248,15:08:00,15:08:00,70032,3,,0,0,7940.93034485,1
248,15:15:00,15:15:00,70042,4,,0,0,14613.27361600,1
248,15:19:00,15:19:00,70052,5,,0,0,17657.01202032,1
248,15:24:00,15:24:00,70062,6,,0,0,21733.69455401,1
248,15:27:00,15:27:00,70072,7,,0,0,24282.86652629,1
248,15:31:00,15:31:00,70082,8,,0,0,26043.38507674,1
248,15:34:00,15:34:00,70092,9,,0,0,28350.06083383,1
248,15:37:00,15:37:00,70102,10,,0,0,30499.05295888,1
248,15:41:00,15:41:00,70112,11,,0,0,31865.93060020,1
248,15:44:00,15:44:00,70122,12,,0,0,35199.25076625,1
248,15:48:00,15:48:00,70132,13,,0,0,37194.42283627,1
248,15:52:00,15:52:00,70142,14,,0,0,40687.04095794,1
248,15:58:00,15:58:00,70162,15,,0,0,46287.60767013,1
248,16:02:00,16:02:00,70172,16,,0,0,48298.98998482,1
248,16:06:00,16:06:00,70192,17,,0,0,50847.25988960,1
248,16:11:00,16:11:00,70202,18,,0,0,54786.94500055,1
248,16:16:00,16:16:00,70212,19,,0,0,57895.35927592,1
248,16:21:00,16:21:00,70222,20,,0,0,62207.87669606,1
248,16:26:00,16:26:00,70232,21,,0,0,65397.82046951,1
248,16:32:00,16:32:00,70242,22,,0,0,71287.50060100,1
248,16:40:00,16:40:00,70262,23,,0,0,75448.72622212,1
248,16:45:00,16:45:00,70272,24,,0,0,78339.34165758,1
B248,14:58:00,14:58:00,70012,1,,0,0,0.00000000,1
B248,15:03:00,15:03:00,70022,2,,0,0,2521.94934933,1
B248,15:08:00,15:08:00,70032,3,,0,0,7940.93034485,1
B248,15:15:00,15:15:00,70042,4,,0,0,14613.27361600,1
B248,15:19:00,15:19:00,70052,5,,0,0,17657.01202032,1
B248,15:24:00,15:24:00,70062,6,,0,0,21733.69455401,1
B248,15:27:00,15:27:00,70072,7,,0,0,24282.86652629,1
B248,15:31:00,15:31:00,70082,8,,0,0,26043.38507674,1
B248,15:34:00,15:34:00,70092,9,,0,0,28350.06083383,1
B248,15:37:00,15:37:00,70102,10,,0,0,30499.05295888,1
B248,15:41:00,15:41:00,70112,11,,0,0,31865.93060020,1
B248,15:44:00,15:44:00,70122,12,,0,0,35199.25076625,1
B248,15:48:00,15:48:00,70132,13,,0,0,37194.42283627,1
B248,15:52:00,15:52:00,70142,14,,0,0,40687.04095794,1
B248,15:58:00,15:58:00,70162,15,,0,0,46287.60767013,1
B248,16:02:00,16:02:00,70172,16,,0,0,48298.98998482,1
B248,16:06:00,16:06:00,70192,17,,0,0,50847.25988960,1
B248,16:11:00,16:11:00,70202,18,,0,0,54786.94500055,1
B248,16:16:00,16:16:00,70212,19,,0,0,57895.35927592,1
B248,16:21:00,16:21:00,70222,20,,0,0,62207.87669606,1
B248,16:26:00,16:26:00,70232,21,,0,0,65397.82046951,1
B248,16:32:00,16:32:00,70242,22,,0,0,71287.50060100,1
B248,16:40:00,16:40:00,70262,23,,0,0,75448.72622212,1
B248,16:45:00,16:45:00,70272,24,,0,0,78339.34165758,1
256,16:58:00,16:58:00,70012,1,,0,0,0.00000000,1
256,17:03:00,17:03:00,70022,2,,0,0,2521.94934933,1
256,17:08:00,17:08:00,70032,3,,0,0,7940.93034485,1
256,17:15:00,17:15:00,70042,4,,0,0,14613.27361600,1
256,17:19:00,17:19:00,70052,5,,0,0,17657.01202032,1
256,17:24:00,17:24:00,70062,6,,0,0,21733.69455401,1
256,17:27:00,17:27:00,70072,7,,0,0,24282.86652629,1
256,17:31:00,17:31:00,70082,8,,0,0,26043.38507674,1
256,17:34:00,17:34:00,70092,9,,0,0,28350.06083383,1
256,17:37:00,17:37:00,70102,10,,0,0,30499.05295888,1
256,17:41:00,17:41:00,70112,11,,0,0,31865.93060020,1
256,17:44:00,17:44:00,70122,12,,0,0,35199.25076625,1
256,17:48:00,17:48:00,70132,13,,0,0,37194.42283627,1
256,17:52:00,17:52:00,70142,14,,0,0,40687.04095794,1
256,17:58:00,17:58:00,70162,15,,0,0,46287.60767013,1
256,18:02:00,18:02:00,70172,16,,0,0,48298.98998482,1
256,18:06:00,18:06:00,70192,17,,0,0,50847.25988960,1
256,18:11:00,18:11:00,70202,18,,0,0,54786.94500055,1
256,18:16:00,18:16:00,70212,19,,0,0,57895.35927592,1
256,18:21:00,18:21:00,70222,20,,0,0,62207.87669606,1
256,18:26:00,18:26:00,70232,21,,0,0,65397.82046951,1
256,18:32:00,18:32:00,70242,22,,0,0,71287.50060100,1
256,18:40:00,18:40:00,70262,23,,0,0,75448.72622212,1
256,18:45:00,18:45:00,70272,24,,0,0,78339.34165758,1
B256,16:58:00,16:58:00,70012,1,,0,0,0.00000000,1
B256,17:03:00,17:03:00,70022,2,,0,0,2521.94934933,1
B256,17:08:00,17:08:00,70032,3,,0,0,7940.93034485,1
B256,17:15:00,17:15:00,70042,4,,0,0,14613.27361600,1
B256,17:19:00,17:19:00,70052,5,,0,0,17657.01202032,1
B256,17:24:00,17:24:00,70062,6,,0,0,21733.69455401,1
B256,17:27:00,17:27:00,70072,7,,0,0,24282.86652629,1
B256,17:31:00,17:31:00,70082,8,,0,0,26043.38507674,1
B256,17:34:00,17:34:00,70092,9,,0,0,28350.06083383,1
B256,17:37:00,17:37:00,70102,10,,0,0,30499.05295888,1
B256,17:41:00,17:41:00,70112,11,,0,0,31865.93060020,1
B256,17:44:00,17:44:00,70122,12,,0,0,35199.25076625,1
B256,17:48:00,17:48:00,70132,13,,0,0,37194.42283627,1
B256,17:52:00,17:52:00,70142,14,,0,0,40687.04095794,1
B256,17:58:00,17:58:00,70162,15,,0,0,46287.60767013,1
B256,18:02:00,18:02:00,70172,16,,0,0,48298.98998482,1
B256,18:06:00,18:06:00,70192,17,,0,0,50847.25988960,1
B256,18:11:00,18:11:00,70202,18,,0,0,54786.94500055,1
B256,18:16:00,18:16:00,70212,19,,0,0,57895.35927592,1
B256,18:21:00,18:21:00,70222,20,,0,0,62207.87669606,1
B256,18:26:00,18:26:00,70232,21,,0,0,65397.82046951,1
B256,18:32:00,18:32:00,70242,22,,0,0,71287.50060100,1
B256,18:40:00,18:40:00,70262,23,,0,0,75448.72622212,1
B256,18:45:00,18:45:00,70272,24,,0,0,78339.34165758,1
264,18:58:00,18:58:00,70012,1,,0,0,0.00000000,1
264,19:03:00,19:03:00,70022,2,,0,0,2521.94934933,1
264,19:08:00,19:08:00,70032,3,,0,0,7940.93034485,1
264,19:15:00,19:15:00,70042,4,,0,0,14613.27361600,1
264,19:19:00,19:19:00,70052,5,,0,0,17657.01202032,1
264,19:24:00,19:24:00,70062,6,,0,0,21733.69455401,1
264,19:27:00,19:27:00,70072,7,,0,0,24282.86652629,1
264,19:31:00,19:31:00,70082,8,,0,0,26043.38507674,1
264,19:34:00,19:34:00,70092,9,,0,0,28350.06083383,1
264,19:37:00,19:37:00,70102,10,,0,0,30499.05295888,1
264,19:41:00,19:41:00,70112,11,,0,0,31865.93060020,1
264,19:44:00,19:44:00,70122,12,,0,0,35199.25076625,1
264,19:48:00,19:48:00,70132,13,,0,0,37194.42283627,1
264,19:52:00,19:52:00,70142,14,,0,0,40687.04095794,1
264,19:58:00,19:58:00,70162,15,,0,0,46287.60767013,1
264,20:02:00,20:02:00,70172,16,,0,0,48298.98998482,1
264,20:06:00,20:06:00,70192,17,,0,0,50847.25988960,1
264,20:11:00,20:11:00,70202,18,,0,0,54786.94500055,1
264,20:16:00,20:16:00,70212,19,,0,0,57895.35927592,1
264,20:21:00,20:21:00,70222,20,,0,0,62207.87669606,1
264,20:26:00,20:26:00,70232,21,,0,0,65397.82046951,1
264,20:32:00,20:32:00,70242,22,,0,0,71287.50060100,1
264,20:40:00,20:40:00,70262,23,,0,0,75448.72622212,1
264,20:45:00,20:45:00,70272,24,,0,0,78339.34165758,1
B264,18:58:00,18:58:00,70012,1,,0,0,0.00000000,1
B264,19:03:00,19:03:00,70022,2,,0,0,2521.94934933,1
B264,19:08:00,19:08:00,70032,3,,0,0,7940.93034485,1
B264,19:15:00,19:15:00,70042,4,,0,0,14613.27361600,1
B264,19:19:00,19:19:00,70052,5,,0,0,17657.01202032,1
B264,19:24:00,19:24:00,70062,6,,0,0,21733.69455401,1
B264,19:27:00,19:27:00,70072,7,,0,0,24282.86652629,1
B264,19:31:00,19:31:00,70082,8,,0,0,26043.38507674,1
B264,19:34:00,19:34:00,70092,9,,0,0,28350.06083383,1
B264,19:37:00,19:37:00,70102,10,,0,0,30499.05295888,1
B264,19:41:00,19:41:00,70112,11,,0,0,31865.93060020,1
B264,19:44:00,19:44:00,70122,12,,0,0,35199.25076625,1
B264,19:48:00,19:48:00,70132,13,,0,0,37194.42283627,1
B264,19:52:00,19:52:00,70142,14,,0,0,40687.04095794,1
B264,19:58:00,19:58:00,70162,15,,0,0,46287.60767013,1
B264,20:02:00,20:02:00,70172,16,,0,0,48298.98998482,1
B264,20:06:00,20:06:00,70192,17,,0,0,50847.25988960,1
B264,20:11:00,20:11:00,70202,18,,0,0,54786.94500055,1
B264,20:16:00,20:16:00,70212,19,,0,0,57895.35927592,1
B264,20:21:00,20:21:00,70222,20,,0,0,62207.87669606,1
B264,20:26:00,20:26:00,70232,21,,0,0,65397.82046951,1
B264,20:32:00,20:32:00,70242,22,,0,0,71287.50060100,1
B264,20:40:00,20:40:00,70262,23,,0,0,75448.72622212,1
B264,20:45:00,20:45:00,70272,24,,0,0,78339.34165758,1
272,20:58:00,20:58:00,70012,1,,0,0,0.00000000,1
272,21:03:00,21:03:00,70022,2,,0,0,2521.94934933,1
272,21:08:00,21:08:00,70032,3,,0,0,7940.93034485,1
272,21:15:00,21:15:00,70042,4,,0,0,14613.27361600,1
272,21:19:00,21:19:00,70052,5,,0,0,17657.01202032,1
272,21:24:00,21:24:00,70062,6,,0,0,21733.69455401,1
272,21:27:00,21:27:00,70072,7,,0,0,24282.86652629,1
272,21:31:00,21:31:00,70082,8,,0,0,26043.38507674,1
272,21:34:00,21:34:00,70092,9,,0,0,28350.06083383,1
272,21:37:00,21:37:00,70102,10,,0,0,30499.05295888,1
272,21:41:00,21:41:00,70112,11,,0,0,31865.93060020,1
272,21:44:00,21:44:00,70122,12,,0,0,35199.25076625,1
272,21:48:00,21:48:00,70132,13,,0,0,37194.42283627,1
272,21:52:00,21:52:00,70142,14,,0,0,40687.04095794,1
272,21:58:00,21:58:00,70162,15,,0,0,46287.60767013,1
272,22:02:00,22:02:00,70172,16,,0,0,48298.98998482,1
272,22:06:00,22:06:00,70192,17,,0,0,50847.25988960,1
272,22:11:00,22:11:00,70202,18,,0,0,54786.94500055,1
272,22:16:00,22:16:00,70212,19,,0,0,57895.35927592,1
272,22:21:00,22:21:00,70222,20,,0,0,62207.87669606,1
272,22:26:00,22:26:00,70232,21,,0,0,65397.82046951,1
272,22:32:00,22:32:00,70242,22,,0,0,71287.50060100,1
272,22:40:00,22:40:00,70262,23,,0,0,75448.72622212,1
272,22:45:00,22:45:00,70272,24,,0,0,78339.34165758,1
B272,20:58:00,20:58:00,70012,1,,0,0,0.00000000,1
B272,21:03:00,21:03:00,70022,2,,0,0,2521.94934933,1
B272,21:08:00,21:08:00,70032,3,,0,0,7940.93034485,1
B272,21:15:00,21:15:00,70042,4,,0,0,14613.27361600,1
B272,21:19:00,21:19:00,70052,5,,0,0,17657.01202032,1
B272,21:24:00,21:24:00,70062,6,,0,0,21733.69455401,1
B272,21:27:00,21:27:00,70072,7,,0,0,24282.86652629,1
B272,21:31:00,21:31:00,70082,8,,0,0,26043.38507674,1
B272,21:34:00,21:34:00,70092,9,,0,0,28350.06083383,1
B272,21:37:00,21:37:00,70102,10,,0,0,30499.05295888,1
B272,21:41:00,21:41:00,70112,11,,0,0,31865.93060020,1
B272,21:44:00,21:44:00,70122,12,,0,0,35199.25076625,1
B272,21:48:00,21:48:00,70132,13,,0,0,37194.42283627,1
B272,21:52:00,21:52:00,70142,14,,0,0,40687.04095794,1
B272,21:58:00,21:58:00,70162,15,,0,0,46287.60767013,1
B272,22:02:00,22:02:00,70172,16,,0,0,48298.98998482,1
B272,22:06:00,22:06:00,70192,17,,0,0,50847.25988960,1
B272,22:11:00,22:11:00,70202,18,,0,0,54786.94500055,1
B272,22:16:00,22:16:00,70212,19,,0,0,57895.35927592,1
B272,22:21:00,22:21:00,70222,20,,0,0,62207.87669606,1
B272,22:26:00,22:26:00,70232,21,,0,0,65397.82046951,1
B272,22:32:00,22:32:00,70242,22,,0,0,71287.50060100,1
B272,22:40:00,22:40:00,70262,23,,0,0,75448.72622212,1
B272,22:45:00,22:45:00,70272,24,,0,0,78339.34165758,1
280,22:58:00,22:58:00,70012,1,,0,0,0.00000000,1
280,23:03:00,23:03:00,70022,2,,0,0,2521.94934933,1
280,23:08:00,23:08:00,70032,3,,0,0,7940.93034485,1
280,23:15:00,23:15:00,70042,4,,0,0,14613.27361600,1
280,23:19:00,23:19:00,70052,5,,0,0,17657.01202032,1
280,23:24:00,23:24:00,70062,6,,0,0,21733.69455401,1
